SUBWAYST_ROUTE_NO,SUBWAYST_NM,TRRSRT_NM,RDNMADR_NM,CTPRVN_CD,SIGNGU_CD,FCLTY_LO,FCLTY_LA,TEL_NO,HMPG_URL,OPER_TIME,BASE_DE
1호선,의정부,무한상상시민정원,경기도 의정부시 시민로 100,41,41150,127.045184,37.738678,,,,20221231
1호선,신도림,문래창작촌,서울특별시 영등포구 도림로128가길 13-8,11,11560,126.897675,37.514217,,,,20221231
2호선,문래,문래창작촌,서울특별시 영등포구 도림로128가길 13-8,11,11560,126.897675,37.514217,,,,20221231
4호선,혜화,문예회관,서울특별시 종로구 대학로8길 7,11,11110,127.002999,37.581191,02-3668-0007,http://theater.arko.or.kr/Pages/Perf/List/List.aspx?pid=2,10:00~18:00,20221231
8호선,문정,문정동 로데오 거리,서울특별시 송파구 동남로4길 10,11,11710,127.123906,37.489152,02-400-1633,https://blog.naver.com/rodeo1st,,20221231
1호선,서울역,문화역서울 284,서울특별시 중구 통일로 1 서울역,11,11140,126.971803,37.555991,02-3407-3500,http://seoul284.org/,10:00~19:00,20221231
4호선,서울역,문화역서울 284,서울특별시 중구 통일로 1 서울역,11,11140,126.971803,37.555991,02-3407-3500,http://seoul284.org/,10:00~19:00,20221231
1호선,송탄,물놀이세상,경기도 평택시 서정북로 130 1층,41,41220,127.06392,37.071039,010-2988-0555,http://swpnoori.com/,09:00~18:00,20221231
1호선,오산대,물향기수목원,경기도 오산시 청학로 211,41,41370,127.060006,37.165751,031-378-1261,,09:00~17:00,20221231
1호선,봉명,미나릿길벽화마을,충청남도 천안시 동남구 원성천1길 17 중앙동주민센터,44,44131,127.152561,36.800038,,http://cafe.daum.net/woga26/,,20221231
1호선,남영,민주인권기념관,서울특별시 용산구 한강대로71길 37,11,11170,126.97175,37.540916,02-6918-0104,http://dhrm.or.kr,09:30~17:30,20221231
4호선,숙대입구,민주인권기념관,서울특별시 용산구 한강대로71길 37,11,11170,126.97175,37.540916,02-6918-0104,ttp://dhrm.or.kr,09:30~17:30,20221231
6호선,삼각지,민주인권기념관,서울특별시 용산구 한강대로71길 37,11,11170,126.97175,37.540916,02-6918-0104,http://dhrm.or.kr,09:30~17:30,20221231
5호선,종로3가,박물관은살아있다 인사동점,서울특별시 종로구 인사동길 12,11,11110,126.987229,37.571911,02-2034-0600,http://www.alivemuseum.com/branch/insa,09:00~20:00,20221231
1호선,남영,박종철기념관,서울특별시 용산구 갈월동,11,11170,126.972367,37.545409,,,,20221231
6호선,삼각지,박종철기념관,서울특별시 용산구 갈월동,11,11170,126.972367,37.545409,,,,20221231
1호선,소요산,박찬호야구공원(2020년2월예정),경기도 동두천시 상봉암동 산6,41,41250,127.072376,37.953964,,,,20221231
1호선,창동,반딧불이 유아숲체험장,서울특별시 도봉구 해등로3길 48-11 초안산근린공원관리사무소,11,11320,127.041276,37.647544,02-2091-3756,,,20221231
1호선,방학,발바닥공원,서울특별시 도봉구 방학동,11,11320,127.031062,37.665292,,,,20221231
6호선,대홍,밤섬,서울특별시 영등포구 여의도동 밤섬,11,11560,126.928439,37.528674,02-3780-0793,,,20221231
9호선,신반포,방배동카페골목,서울특별시 서초구 방배동,41,11650,126.993113,37.479496,,,,20221231
1호선,종로5가,방산시장,서울특별시 중구 주교동,11,11140,126.999368,37.568275,,,,20221231
5호선,방이,방이 백제고분군,서울특별시 송파구 방이동,11,11710,127.125384,37.515681,,,,20221231
1호선,방학,방학동 도깨비시장,서울특별시 도봉구 도당로13다길 30,11,11320,127.032903,37.665731,02-954-1225,http://bhdokkaebi.modoo.at/,,20221231
5호선,방화,방화근린공원,서울특별시 강서구 금낭화로 176 방화근린공원관리사무소,11,11500,126.814124,37.58094,02-2657-8688,,,20221231
1호선,수원,방화수류정,경기도 수원시 팔달구 수원천로392번길 44-6 방화수류정,41,41115,127.018097,37.287545,031-290-3600,,,20221231
1호선,동묘앞,백남준기념관,서울특별시 종로구 종로53길 12-1,11,11110,127.013782,37.573082,02-2124-8800,,,20221231
6호선,동묘앞,백남준기념관,서울특별시 종로구 종로53길 12-1,11,11110,127.013782,37.573082,02-2124-8800,,,20221231
6호선,효창공원앞,백범기념관,서울특별시 용산구 효창원로 177-18,11,11170,126.961779,37.545163,02-799-3400,,09:00-18:00,20221231
5호선,공덕,백범김구기념관,서울특별시 용산구 효창원로 177-18,11,11170,126.961779,37.545163,02-799-3400,,09:00-18:00,20221231
1호선,소요산,벨기에.룩셈부르크참전기념탑,경기도 동두천시 상봉암동 13,41,41250,127.06526,37.946232,,,,20221231
1호선,도봉산,벽운계곡,서울특별시 노원구 상계동,11,11350,127.07033,37.672997,,,,20221231
7호선,도봉산,벽운계곡,서울특별시 노원구 상계동,11,11350,127.07033,37.672997,,,,20221231
2호선,신대방,보라매공원,서울특별시 동작구 여의대방로20길 33,11,11590,126.919865,37.493275,02-2181-1196,http://parks.seoul.go.kr/boramae/,00:00~24:00,20221231
7호선,보라매,보라매공원,서울특별시 동작구 여의대방로20길 33,11,11590,126.919865,37.493275,02-2181-1196,http://parks.seoul.go.kr/boramae/,,20221231
7호선,보라매,보라매안전체험관,서울특별시 동작구 여의대방로20길 33,11,11590,126.919865,37.493275,02-2027-4100,http://safe119.seoul.go.kr/,10:00~17:00,20221231
6호선,보문,보문사,서울특별시 성북구 보문사길 20 보문사,11,11290,127.016112,37.584481,02-928-3797,www.bomunsa.or.kr/,,20221231
1호선,종각,보신각,서울특별시 종로구 종로 54 보신각,11,11110,126.983704,37.569709,,,,20221231
1호선,종각,보신각,서울특별시 종로구 종로 54 보신각,11,11110,126.983704,37.569709,,,,20221231
1호선,종로3가,"보신각앞3.1운동만세시위지,한성정부선포지",서울특별시 종로구 종로3가,11,11110,126.978099,37.569859,,,,20221231
5호선,종로3가,"보신각앞3.1운동만세시위지,한성정부선포지",서울특별시 종로구 종로3가,11,11110,126.978099,37.569859,,,,20221231
7호선,삼산체육관,볼베어파크,경기도 부천시 조마루로 2 웅진플레이도시 2층 볼베어파크,41,41190,126.7448,37.499401,032-322-7760,http://www.ballbearpark.com,11:00~19:00,20221231
2호선,삼성,봉은사,서울특별시 강남구 봉은사로 531 봉은사,11,11320,127.05745,37.51524,02-3218-4800,http://www.bongeunsa.org/,,20221231
7호선,청담,봉은사,서울특별시 강남구 봉은사로 531 봉은사,11,11320,127.05745,37.51524,02-3218-4800,,,20221231
9호선,봉은사,봉은사,서울특별시 강남구 봉은사로 531 봉은사,11,11320,127.05745,37.51524,02-3218-4800,http://www.bongeunsa.org/,,20221231
2호선,서울대입구,봉일온천,서울특별시 관악구 은천로 28 봉일프라자,11,11620,126.938423,37.486,,,,20221231
6호선,봉화산,봉화산,서울특별시 중랑구 묵동,11,11260,127.079735,37.612719,,,,20221231
6호선,봉화산,봉화산옹기테마공원,서울특별시 중랑구 신내로21길 116,11,11260,127.088514,37.612661,02-2094-2966,http://www.jungnang.go.kr/portal/main/contents.do?menuNo=201058,09:00~17:00,20221231
7호선,부천종합운동장,부천백만송이장미원,경기도 부천시 성곡로63번길 99 도당공원,41,41190,126.791456,37.516557,032-320-3000,,,20221231
7호선,까치울,부천식물원,경기도 부천시 길주로 660,41,41190,126.815674,37.505143,032-320-3000,http://ecopark.bucheon.go.kr/,09:30~17:00,20221231
7호선,까치울,부천어린이천문대,경기도 부천시 길주로561번길 24,41,41190,126.805466,37.507671,032-677-3245,http://www.astrocamp.net,14:30~23:30,20221231
7호선,까치울,부천자연생태공원,경기도 부천시 길주로 660,41,41190,126.815674,37.505143,032-320-3000,http://ecopark.bucheon.go.kr/,09:30~18:00,20221231
7호선,춘의,부천천문과학관,경기도 부천시 부천로264번길 117,41,41190,126.79043,37.513537,032-674-7057,http://astrobucheon.or.kr/,14:00~21:30,20221231
7호선,삼산체육관,부천한옥체험마을,경기도 부천시 길주로 1,41,41190,126.742514,37.508225,032-326-1542,http://www.bucheonculture.or.kr/file/main/main.html,09:30~18:00,20221231
7호선,굴포천,부평 굴포누리 기후변화체험관,인천광역시 부평구 장제로 267,28,28237,126.730844,37.509416,032-509-3901,http://bpgncce.icbp.go.kr/,,20221231
7호선,부평구청,부평문화의거리,인천광역시 부평구 부평문화로 78-2,28,28237,126.724998,37.494053,032-511-5890,,,20221231
1호선,광운대,북서울 꿈의숲,서울특별시 강북구 월계로 173,11,11305,127.038131,37.620758,02-2289-4001,http://parks.seoul.go.kr/dreamforest,00:00~24:00,20221231
4호선,미아사거리,북서울꿈의숲,서울특별시 강북구 월계로 173,11,11305,127.038131,37.620758,02-2289-4001,http://parks.seoul.go.kr/dreamforest,00:00~24:00,20221231
6호선,돌곶이역,북서울꿈의숲,서울특별시 강북구 월계로 173,11,11305,127.038131,37.620758,02-2289-4001,http://parks.seoul.go.kr/dreamforest,00:00~24:00,20221231
1호선,성균관대,북수원 온천,경기도 수원시 장안구 서부로 2139 SK HUB BLUE,41,41111,126.971662,37.299459,031-293-7005,http://www.puksuwon.com/,00:00~24:00,20221231
3호선,안국,북촌 한옥마을,서울특별시 종로구 계동길 37,11,11110,126.986419,37.579076,02-2133-1372,http://bukchon.seoul.go.kr/,,20221231
1호선,도봉산,북한산국립공원,서울특별시 도봉구 도봉산길 86,11,11320,127.034117,37.687501,02-909-0497,http://bukhan.knps.or.kr/,,20221231
7호선,도봉산,북한산국립공원,서울특별시 도봉구 도봉산길 86,11,11320,127.034117,37.687501,02-909-0497,http://bukhan.knps.or.kr/,,20221231
1호선,의정부,북한산둘레길15구간,경기도 의정부시 의정부동,41,41150,127.042216,37.737474,,,,20221231
1호선,망월사,북한산둘레길16구간,경기도 의정부시 호원동,41,41150,127.034374,37.712317,,,,20221231
1호선,방학,북한산둘레길19구간,서울특별시 도봉구 방학동,11,11320,127.031062,37.665292,,,,20221231
6호선,독바위,북한산둘레길8구간,서울특별시 은평구 불광동,41,11380,126.935569,37.619157,,,,20221231
3호선,구파발,북한산성,경기도 고양시 덕양구 대서문길 375,41,41281,126.974436,37.645387,031-968-5325,,09:00~18:00,20221231
4호선,수유,북한산성,경기도 고양시 덕양구 대서문길 375,41,41281,126.974436,37.645387,031-968-5325,,09:00~18:00,20221231
9호선,석촌,불광사,서울특별시 송파구 백제고분로39길 35 대한불교조계종불광사,11,11710,127.10285,37.507169,02-413-6060,http://www.bulkwangsa.org/,,20221231
6호선,창신역,불교박물관,서울특별시 종로구 우정국로 55 조계사,11,11110,126.982039,37.573984,02-2011-1960,http://museum.buddhism.or.kr/,10:00~17:00,20221231
4호선,상계,불암산,서울특별시 노원구 상계동,11,11350,127.07033,37.672997,02-950-3395,,,20221231
2호선,뚝섬,브릭캠퍼스 서울,"서울특별시 성동구 서울숲2길 32-14 갤러리아 포레 G층 더 서울라이티움 1,3관",11,11200,127.042037,37.545824,02-2261-1393,http://www.brickcampus.com,13:00~19:00,20221231
5호선,고덕,브이센터,서울특별시 강동구 아리수로61길 103,11,11740,127.14768,37.565366,070-4278-8470,http://www.tkvcenter.com/Web/Main,,20221231
2호선,사당,사당동 백제요지,서울특별시 관악구 남현동,11,11620,126.977765,37.464118,02-880-3114,,10:00~20:00,20221231
1호선,노량진,사육신 묘,서울특별시 동작구 노량진1동,11,11590,126.942043,37.512307,,,,20221231
9호선,노들,사육신공원,서울특별시 동작구 노량진로 191,11,11590,126.948899,37.513837,,,,20221231
3호선,경복궁,사직단,서울특별시 종로구 사직동,11,11110,126.965955,37.575412,02-731-0536,,,20221231
1호선,동두천중앙,사천서원,경기도 양주시 은현면 은현로382번길 52 (은현면),41,41630,127.013809,37.901177,,,,20221231
6호선,동묘앞,산마루 놀이터,서울특별시 종로구 창신동 23-350,11,11110,127.012402,37.575575,070-8181-0502,http://pf.kakao.com/_haWTT,09:00~19:00,20221231
2호선,한양대,살곶이 다리,서울특별시 성동구 성수동1가,11,11200,127.042756,37.543514,,,,20221231
6호선,삼각지,삼각지대구탕골목,서울특별시 용산구 한강대로62가길 4,11,11170,126.974077,37.534593,,,,20221231
5호선,군자(능동)역(5),삼원페이퍼갤러리,서울특별시 중구 을지로35길 24,11,11140,127.001118,37.567722,02-468-9008,http://www.papergallery.co.kr/,09:30~18:00,20221231
2호선,잠실,삼전도비,서울특별시 송파구 잠실로 148,11,11710,127.101139,37.510327,042-481-4650,,,20221231
8호선,잠실,삼전도비,서울특별시 송파구 잠실로 148,11,11710,127.101139,37.510327,042-481-4650,,,20221231
8호선,석촌,삼전도비,서울특별시 송파구 잠실로 148,11,11710,127.101139,37.510327,042-481-4650,,,20221231
3호선,안국,삼청동카페거리,서울특별시 종로구 삼청동 74-1,41,11110,126.982085,37.584751,,,,20221231
1호선,광운대,상상톡톡 미술관,서울특별시 강북구 월계로 173,11,11305,127.038131,37.620758,02-2289-5443,https://www.dfac.or.kr/main/main.asp,10:00~18:00,20221231
1호선,보산,상패수변공원,경기도 동두천시 상패동,41,41250,127.031489,37.909126,,,,20221231
1호선,용산,새남터 순교성지,서울특별시 용산구 이촌로 80-8,41,11170,126.956968,37.524901,02-716-1791,http://www.saenamteo.or.kr/,,20221231
1호선,보산,생연음식문화거리,경기도 동두천시 생연동,41,41250,127.063579,37.903863,,,,20221231
1호선,망월사,서계 박세당 고택(서계종가),경기도 의정부시 동일로128번길 36,41,41150,127.057624,37.699782,010-3929-2859,,,20221231
1호선,망월사,서계박세당묘역,경기도 의정부시 장암동,41,41150,127.063245,37.707315,,,,20221231
7호선,장암,서계박세당사랑채,경기도 의정부시 장암동,41,41150,127.063245,37.707315,,,,20221231
6호선,망원,서교동최규하대통령가옥,서울특별시 마포구 서교동,11,11440,126.918776,37.553842,02-2133-2646,https://yeyak.seoul.go.kr/reservation/view.web?rsvsvcid=S170203154,10:00~18:00,20221231
3호선,독립문,서대문독립공원,서울특별시 서대문구 통일로 251 독립공원,11,11410,126.95637,37.5743,02-3140-8305,,,20221231
3호선,독립문,서대문형무소역사관,서울특별시 서대문구 통일로 251 서대문형무소역사관,11,11410,126.95637,37.5743,02-360-8590,http://www.sscmc.or.kr/culture2/,09:30~17:00,20221231
9호선,구반포,서래섬,서울특별시 서초구 반포동,11,11650,127.000758,37.50397,02-3780-0541,,,20221231
6호선,구산역,서오릉,경기도 고양시 덕양구 서오릉로 334-32,41,41281,126.899719,37.625234,02-359-0090,http://royaltombs.cha.go.kr/html/HtmlPage.do?pg=/new/html/portal_0,,20221231
2호선,선릉,서울 무형문화재 전수회관,서울특별시 강남구 봉은사로 406,11,11320,127.044609,37.510073,,,,20221231
7호선,강남구청,서울 무형문화재 전수회관,서울특별시 강남구 봉은사로 406,11,11320,127.044609,37.510073,,,,20221231
1호선,신이문,"서울 의릉(경종,선의왕후)",서울특별시 성북구 화랑로32길 146-20,11,11290,127.059419,37.605171,,,,20221231
6호선,디지털미디어시티,서울 코믹월드,서울특별시 강남구 남부순환로 3104 SETEC,11,11320,127.072437,37.496166,02-3142-2137,http://korean.visitkorea.or.kr/kor/inut/where/festival/festival.jsp?cid=1,,20221231
4호선,경마공원,서울경마공원,경기도 과천시 경마공원대로 107,41,41290,127.017252,37.444982,1566-3333,http://www.kra.co.kr/race/seoul/index.jsp,09:00~17:00,20221231
1호선,시청,서울광장,서울특별시 중구 을지로 12,11,11140,126.979324,37.565508,02-120,http://plaza.seoul.go.kr/,,20221231
2호선,시청,서울광장,서울특별시 중구 을지로 12,11,11140,126.979324,37.565508,02-120,http://plaza.seoul.go.kr/,,20221231
2호선,잠실,서울놀이마당,서울특별시 송파구 삼학사로 136 서울놀이마당,11,11710,127.098653,37.509173,02-414-1985,,,20221231
8호선,잠실,서울놀이마당,서울특별시 송파구 삼학사로 136 서울놀이마당,11,11710,127.098653,37.509173,02-414-1985,,,20221231
4호선,대공원,서울대공원 스카이리프트,경기도 과천시 막계동 366-6,41,41290,127.009369,37.431688,02-504-5657,http://www.skylift.co.kr/,09:00~18:30,20221231
4호선,대공원,서울대공원·서울랜드,경기도 과천시 광명로 181,41,41290,127.024154,37.436542,02-509-6000,http://www.seoulland.co.kr/,10:00~20:00,20221231
4호선,대공원,서울대학공원산림욕장,경기도 과천시 대공원광장로 102,41,41290,127.01422,37.434,02-500-7114,,09:00~18:00,20221231
1호선,동묘앞,서울동묘,서울특별시 종로구 난계로27길 84 동묘공원,11,11110,127.018462,37.57276,02-2148-4167,,,20221231
6호선,동묘앞,서울동묘,서울특별시 종로구 난계로27길 84 동묘공원,11,11110,127.018462,37.57276,02-2148-4167,,,20221231
3호선,학여울,서울무역전시장,서울특별시 강남구 남부순환로 3104 SETEC,11,11320,127.072437,37.496166,02-2187-4600,http://www.setec.or.kr/,,20221231
4호선,혜화,서울문묘,서울특별시 종로구 성균관로 31 성균관유림회관,11,11110,126.996703,37.585498,02-760-1472,,,20221231
9호선,선정릉,서울선릉과정릉,서울특별시 강남구 선릉로100길 1 선릉정릉,11,11320,127.048365,37.507319,02-568-1291,http://royaltombs.cha.go.kr/html/HtmlPage.do?pg=/new/html/portal_,06:00~21:00,20221231
1호선,동대문,서울성곽,서울특별시 종로구 옥인6길 26-19,11,11110,126.963994,37.580467,,,,20221231
4호선,한성대입구,서울성곽,서울특별시 종로구 옥인6길 26-19,11,11110,126.963994,37.580467,,,,20221231
4호선,동대문,서울성곽,서울특별시 종로구 옥인6길 26-19,11,11110,126.963994,37.580467,,,,20221231
2호선,뚝섬,서울숲,서울특별시 성동구 뚝섬로 273,11,11200,127.0418,37.543082,02-460-2905,http://seoulforest.or.kr/,00:00~24:00,20221231
2호선,잠실,서울스카이 (제2롯데월드),서울특별시 송파구 올림픽로 300 117~123층,11,11710,127.102669,37.512889,02-1661-2000,http://seoulsky.lotteworld.com/main/index.do,10:00~22:00,20221231
8호선,잠실,서울스카이 (제2롯데월드),서울특별시 송파구 올림픽로 300 117~123층,11,11710,127.102669,37.512889,02-1661-2000,http://seoulsky.lotteworld.com/main/index.do,10:00~22:00,20221231
1호선,월계,서울시립 북서울미술관,서울특별시 노원구 동일로 1238,11,11350,127.06689,37.640839,02-2124-5201,http://sema.seoul.go.kr/kor/information/bukseoul.jsp,10:00~20:00,20221231
1호선,시청,서울시립미술관,서울특별시 중구 덕수궁길 61 서울시립미술관,11,11140,126.973706,37.564117,02-2124-8800,sema.seoul.go.kr/,10:00~20:00,20221231
2호선,시청,서울시립미술관,서울특별시 중구 덕수궁길 61 서울시립미술관,11,11140,126.973706,37.564117,02-2124-8800,sema.seoul.go.kr/,10:00~20:00,20221231
5호선,서대문,서울시립미술관,서울특별시 중구 덕수궁길 61 서울시립미술관,11,11140,126.973706,37.564117,02-2124-8800,http://sema.seoul.go.kr/,10:00~20:00,20221231
2호선,사당,서울시립미술관 남서울분관,서울특별시 관악구 남부순환로 2076 서울시립미술관,11,11620,126.979457,37.476054,02-598-6247,http://sema.seoul.go.kr/kor/information/namseoul.jsp,,20221231
7호선,어린이대공원,서울시민안전체험관,서울특별시 광진구 능동로 216 어린이대공원,11,11215,127.081793,37.549401,02-2049-4061,http://safe119.seoul.go.kr/,,20221231
7호선,중계,서울시민천문대,서울특별시 노원구 동일로205길 13 노원우주학교,11,11350,127.065226,37.640763,02-971-6232,http://www.nowoncosmos.or.kr,09:30~17:30,20221231
9호선,마곡나루,서울식물원,서울특별시 강서구 마곡동로 161,11,11500,126.833833,37.568702,,http://botanicpark.seoul.go.kr/,09:30~18:00,20221231
9호선,마곡나루,서울식물원,서울특별시 강서구 마곡동로 161,11,11500,126.833833,37.568702,,,,20221231
5호선,발산,서울식물원,서울특별시 강서구 마곡동로 161 서울식물원,11,11500,126.833833,37.568702,02-120,http://botanicpark.seoul.go.kr/,09:30~18:00,20221231
1호선,제기동,서울약령시장,서울특별시 동대문구 약령중앙로 10,11,11230,127.037071,37.579077,02-969-4793,,,20221231
7호선,어린이대공원,서울어린이대공원놀이동산,서울특별시 광진구 능동로 216,11,11215,127.081793,37.549401,02-454-4442,,10:00~18:30,20221231
7호선,어린이대공원,서울어린이대공원동물원,서울특별시 광진구 능동로 216,11,11215,127.081793,37.549401,02-450-9311,,10:00~17:00,20221231
5호선,서대문,서울역사박물관,서울특별시 종로구 새문안로 55,11,11110,126.970823,37.570489,02-724-0274,http://www.museum.seoul.kr/,09:00~20:00,20221231
2호선,종합운동장,서울종합운동장,서울특별시 송파구 올림픽로 25 서울종합운동장,11,11710,127.075076,37.514163,02-2240-8800,http://stadium.seoul.go.kr/,,20221231
9호선,종합운동장,서울종합운동장,서울특별시 송파구 올림픽로 25 서울종합운동장,11,11710,127.075076,37.514163,02-2240-8800,http://stadium.seoul.go.kr/,,20221231
1호선,도봉산,서울창포원,서울특별시 도봉구 마들로 916,11,11320,127.047164,37.689508,02-954-0031,http://parks.seoul.go.kr/irisgarden,07:00~22:00,20221231
7호선,도봉산,서울창포원,서울특별시 도봉구 마들로 916,11,11320,127.047164,37.689508,02-954-0031,http://parks.seoul.go.kr/irisgarden,07:00~22:00,20221231
1호선,신설동,서울풍물시장,서울특별시 동대문구 천호대로4길 21 서울풍물시장,11,11230,127.025504,37.57272,02-2232-3367,http://pungmul.seoul.go.kr/,0:00~19:00,20221231
6호선,망원,서울함 공원,서울특별시 마포구 마포나루길 407,11,11440,126.89395,37.555792,02-332-7500,http://www.seoulbattleshippark.com,10:00~17:00,20221231
1호선,서정리,서정 우물,경기도 평택시 서정동 733-7,41,41220,127.054981,37.056415,,,,20221231
7호선,이수역,서초 토요 벼룩시장,서울특별시 서초구 방배동 444-21,11,11650,126.982486,37.477738,02-2155-6693,,,20221231
3호선,경복궁,서촌마을,서울특별시 종로구 필운대로 45,11,11110,126.968504,37.580218,,,,20221231
1호선,망월사,석림사(경기),경기도 의정부시 동일로122번길 177,41,41150,127.066418,37.701186,031-872-5110,,,20221231
8호선,석촌,석촌 백제고분,서울특별시 송파구 석촌동,11,11710,127.102508,37.502733,,,,20221231
2호선,잠실,석촌호수,서울특별시 송파구 잠실로 180,11,11710,127.104005,37.511845,,,,20221231
8호선,잠실,석촌호수,서울특별시 송파구 잠실로 180,11,11710,127.104005,37.511845,,,,20221231
9호선,송파나루,석촌호수(동호),서울특별시 송파구 잠실로 180,11,11710,127.104005,37.511845,,,,20221231
9호선,석촌고분,석촌호수(서호),서울특별시 송파구 잠실로 148,11,11710,127.101139,37.510327,02-415-3595,http://culture.songpa.go.kr/user.kdf?a=songpa.menu.MenuApp&c=100,,20221231
8호선,석촌,석촌호수공원,서울특별시 송파구 신천동,11,11710,127.098973,37.523926,,,,20221231
1호선,제기동,선농단,서울특별시 동대문구 제기동,11,11230,127.037237,37.583781,,,,20221231
6호선,안암,선농단,서울특별시 동대문구 제기동,11,11230,127.037237,37.583781,,,,20221231
4호선,성신여대입구,선잠단,서울특별시 성북구 성북동,11,11290,126.99291,37.597251,,,,20221231
2호선,선릉,선정릉,서울특별시 강남구 선릉로100길 1 선릉정릉,11,11320,127.048365,37.507319,02-568-1291,http://royaltombs.cha.go.kr/html/HtmlPage.do?pg=/new/html/portal,06:00~21:00,20221231
3호선,경복궁,성곡미술관,서울특별시 종로구 경희궁길 42 성곡미술관,11,11110,126.969744,37.573183,02-737-7650,http://www.sungkokmuseum.com/,10:00~18:00,20221231
5호선,광화문,성곡미술관,서울특별시 종로구 경희궁길 42 성곡미술관,11,11110,126.969744,37.573183,02-737-7650,http://www.sungkokmuseum.com/,10:00~18:00,20221231
5호선,광화문,성공회교회,서울특별시 중구 세종대로21길 15,11,11140,126.975588,37.567233,02-730-6611,,11:00~16:00,20221231
2호선,성수,성수동수제화거리,서울특별시 성동구 연무장7길 15 삼한창고,11,11200,127.054619,37.544168,,http://seongsushoes.modoo.at/,,20221231
1호선,종로5가,성제묘,서울특별시 중구 방산동,11,11140,127.002973,37.568729,,,,20221231
4호선,한대앞,성호기념관,경기도 안산시 상록구 성호로 131 성호(이익)기념관,41,41271,126.859604,37.315057,031-481-2574,,09:00~18:00,20221231
7호선,반포역,세빛둥둥섬 전망공원,서울특별시 서초구 올림픽대로 683 세빛섬,11,11650,126.995241,37.512231,1566-3433,http://www.somesevit.co.kr/,,20221231
9호선,신반포,세빛섬,서울특별시 서초구 올림픽대로 683,11,11650,126.995241,37.512231,,,,20221231
5호선,광화문,세종갤러리,서울특별시 종로구 세종대로 175,11,11110,126.975893,37.572255,02-399-1114,,,20221231
6호선,고려대,세종대왕기념관,서울특별시 동대문구 회기로 56,11,11230,127.042911,37.59073,02-969-8851,http://sejongkorea.org/,09:00~18:00,20221231
5호선,광화문,세종문화회관,서울특별시 종로구 세종대로 175,11,11110,126.975893,37.572255,02-399-1114,http://www.sejongpac.or.kr/,,20221231
3호선,고속터미널,센트럴 시티,서울특별시 서초구 신반포로 176 센트럴시티,11,11650,127.003221,37.504216,02-6282-0114,http://www.shinsegaecentralcity.com,,20221231
5호선,올림픽공원역,소마미술관,서울특별시 송파구 위례성대로 51,11,11710,127.118175,37.516871,02-425-1077,http://www.somamuseum.org/,10:00~18:00,20221231
8호선,몽촌토성(평화의문)역,소마미술관,서울특별시 송파구 위례성대로 51,11,11710,127.118175,37.516871,02-425-1077,http://soma.kspo.or.kr/,10:00~18:00,20221231
1호선,소요산,소요단풍문화제,경기도 동두천시 평화로2910번길 145 소요산관리사무소,41,41250,127.069341,37.946525,,,,20221231
1호선,소요산,소요산 토속음식마을,경기도 동두천시 봉동로6번길 15-26,41,41250,127.060217,37.948228,031-860-2065,,,20221231
1호선,소요산,소요산국민관광지,경기도 동두천시 상봉암동,41,41250,127.061425,37.948066,,,,20221231
1호선,소요산,소요산국민관광지야외음악당,경기도 동두천시 평화로2910번길 145 소요산관리사무소,41,41250,127.069341,37.946525,,,,20221231
1호선,소요산,소요산국민관광지캠핑장,경기도 동두천시 상봉암동,41,41250,127.061425,37.948066,,,,20221231
1호선,소요산,소요산산림욕장,경기도 동두천시 상봉암동 15-2,41,41250,127.06579,37.949308,,,,20221231
1호선,보산,소요산탑온천랜드,경기도 동두천시 장고갯로 161-35,41,41250,127.064799,37.908089,031-857-5890,http://www.xn--zf4btpy4juxm.kr/,00:00~24:00,20221231
1호선,동두천중앙,소요산탑유황온천,경기도 동두천시 장고갯로 161-35 (생연동),41,41250,127.064799,37.908089,031-857-5890,http://www.xn--zf4btpy4juxm.kr/,00:00~24:00,20221231
1호선,소요산,소요생활체육공원,경기도 동두천시 상봉암동,41,41250,127.061425,37.948066,,,,20221231
5호선,왕십리,소월아트홀,서울특별시 성동구 왕십리로 281 성동문화회관,11,11200,127.036002,37.559263,02-2204-6400,http://www.sdfac.or.kr,09:00~22:00,20221231
1호선,진위,소풍,경기도 평택시 진위면 하북3길 25-59,41,41220,127.059168,37.108885,010-4001-3550,https://blog.naver.com/osanzoo,10:00~17:00,20221231
2호선,충청로,손기정기념관,서울특별시 중구 손기정로 101 손기정공원,11,11140,126.965339,37.556088,02-364-1936,http://www.sonkeechung.com/wordpress/,10:00~17:00,20221231
9호선,송파나루,송리단길,서울특별시 송파구 백제고분로43길 23,11,11710,127.108223,37.509093,,,,20221231
1호선,송탄,송탄관광특구,경기도 평택시 신장동,41,41220,127.051526,37.08471,,,,20221231
5호선,우장산역,송화시장,서울특별시 강서구 강서로 263-29,11,11500,126.834568,37.549094,02-2696-5225,http://www.songhwasijang.com/,,20221231
7호선,수락산,수락산,서울특별시 노원구 상계동,11,11350,127.07033,37.672997,02-950-3900,,,20221231
1호선,수원,수원향교,경기도 수원시 팔달구 향교로 107-9 수원향교,41,41115,127.01227,37.272566,031-245-7639,http://www.skk-suwon.com/,,20221231
1호선,수원,수원화성,경기도 수원시 장안구 영화동 320-2,41,41111,127.011978,37.287143,031-290-3600,http://www.swcf.or.kr/,,20221231
1호선,수원,수원화성서남암문,경기도 수원시 팔달구 교동,41,41115,127.012966,37.271941,,,,20221231
