업소아이디,업소명,분류코드,분류코드명,업소 주소,업소 전화번호,찾아오시는 길,업소정보,자랑거리,추천수,기준년월,업소 사진,lat,lon
879,감베로니,3,경양식/일식,서울특별시 용산구 한강대로81길 5 (갈월동),02-3273-1791, 남영동 전철역(1호선)에서 골목 약 200m 거리,영업시간 :11:00~21:00 휴무일 : 매주 일요일        ,깨끗하고 친절하며 청결한 위생관리와 신선하고 좋은 재료를 매일 엄선하여 제공,7,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20130708102922.jpg,37.5427303,126.971613
8188,수제비손칼국수,1,한식,서울특별시 관악구 남부순환로248길 78 1층 105호,02-876-2517,낙성대역 1번 출구에서524m,영업시간 : 10:30-21:00 14:30-17:00 브레이크타임  휴무일 : 일요일         ,▷전통시장(원당시장) 주변에 위치 ▷식재료를 원당시장에서 저렴하게 구입 ,7,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120703160518.jpg,37.472791,126.9661719
4102,별미용실,5,이미용,서울특별시 강북구 삼양로41길 17 (미아동),02-983-0650,우이신설선 삼양사거리역 2번 출구에서 159m  강북구청에서 삼양동쪽으로 효성요양병원 맞은편,  ○ 영업시간 : 9시 ~ 19시   ○ 휴 무 일 : 매주 수요일     , 중?고생/노인분에게 대폭 할인하여 모시며 친절하게 모십니다. ,7,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=00004102.jpg,37.6219708,127.0192388
8136,미미치킨,4,기타외식업,서울특별시 서초구 서초대로 108 (방배동),02-586-7130,7호선 내방역1번출구.,영업시간 : 17:00 - 01:00 주말영업시간 : 유동적           ,"하림닭 사용하여 주인부부 직접조리,연예인들도 많이 찾는 등 맛에 자신있음,  미국에 2호점 개설",7,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120703112755.jpg,37.4895883,127.0000472
7653,삼다수흑돼지,1,한식,서울특별시 영등포구 영중로4길 5 (영등포동3가),02-2678-0610,영중로4길 5  영등포역(신세계백화점) 맞은편 음식점 밀집지역에 위치,영업시간 : 11:00-23:00 휴무일 : 휴무없음     ,"- 유통비 및 인건비 절약을 위한 가족 경영  - 맛, 위치, 넓고 깨끗한 업장이 장점인 청정 흑돼지 전문점 ",7,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20121108163922.jpg,37.5176212,126.9074532
7903,명가영양돌솥밥,1,한식,서울특별시 구로구 구로동로18길 12 (구로동),02-858-5977,구로4동우체국옆 우리은행 구로동로18길 좌회전 우측,"영업시간 : 10:00~22:00 좌석수 : 10석 휴무일 : 매월첫째주 월요일만, 명절 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 불가 홈페이지 주소 : X 전자우편주소 : X  ",가격이 저렴하고 청결,7,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120109182543.jpg,37.4877617,126.8863673
8093,축복미용실,5,이미용,서울특별시 서울 도봉구 해등로 144,02-906-9692,"1호선, 4호선 창동역 2번출구에서 749m",영업시간 : 09:00~21:00              ,"창동미화에식장 오른쪽 건너편에 위치하고 있으며 두분의 숙련된 기술로 안정적 운영, 인건비 절감",7,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120620144925.jpg,37.6555587,127.0405416
8697,학생회관분식,1,한식,"서울특별시 강동구 구천면로 404 (천호동), 11호",02-486-4062,명일역 사거리에서 성덕여상 골목으로 들어오시면 됩니다.,영업시간 : 11시30분 ~ 22시 좌석수 : 30석 휴무일 : X 배달 : X 예약 : X 카드 : O 주차 :어려움 홈페이지 주소 : X 전자우편주소 : X  ,저렴한 가격에 푸짐한 양으로 단골손님 많음. 작은 가게지만 깨끗한 업소위생관리와 친절도로 손님 만족도 높음. 학생 500원할인메뉴 다양. ★★짜장떡볶이 추천메뉴★★,7,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20140428193001.jpg,37.5511253,127.162709
272,홍노래방,13,기타서비스업,서울특별시 마포구 홍익로 1 (서교동),3142-1551       ,홍대정문앞(맥도널드 옆),영업시간 : 12:00-05:00 좌 석 수  : 7실 휴 무 일  : 연중무휴 예     약  : 가능   ,시간연장 서비스 만빵!!! 학생분들 환영합니다. 학생은 왕이다.  당연 연소자 출입가능업소지만 22:00까지  그럼 기다리고 있겠습니다. ,7,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=00000272.JPG,37.5528691,126.9240101
7418,더 이등병,5,이미용,서울특별시 중랑구 면목로33길 33 (면목동),02-2208-5513,용마산역 1번 출구에서415m 면목동 오거리공원 앞,영업시간 :10:00~21:00 휴무일 : 매주 월요일            ,"처음 개업시부터 지금까지 저렴한 가격을 유지하고 있고 항상 청결하게 실내가 정돈되어 있으며 성실하고 친절한 서비스로 단골고객을 확보하여 항상 손님이 많은 업소,  ",6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20101206131323.JPG,37.5765676,127.0832863
6714,꽃미용실,5,이미용,서울특별시 마포구 임정로 73 (신공덕동),717-3078        ,한겨레신문사쪽으로 오시다가 일방통행로 방향으로 100m직진해 보면 경동택배 옆에 있습니다.,영업시간 : 10:00 ~ 10:00  휴    무   : 매주 월요일   ※ 경로우대 및 어린이 할인      ,단골손님이 많아 사랑방 같은 곳입니다. 오셔서 머리도 저렴하게 하시고 정감도 나누고 가세요. ,6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20110630203429.jpg,37.545891,126.9589768
7821,이레이발관,5,이미용,서울특별시 종로구 수표로 115 (낙원동),,종로3가역 4호선 나온뒤 파고다극장 앞,영업시간 : 06시~19시 휴무일 :무          ,종업원 3명 운영하고 있으며 저렴하게 커트,6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20111103151931.jpg,37.5715068,126.989202
4096,늘하얀 세탁,7,세탁,서울특별시 성동구 마조로 71 (마장동),02-2297-8272,마장역 4번 출구에서224m,영업시간: 9:30~20:30          ,타업소에 비해 매우 저렴한 세탁료 신속하고 친절한 서비스 주인이 직접 운영하여 인건비절약 단골고객 다수 확보,6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=00004096.jpg,37.5617569,127.0415992
6834,정훈세탁,7,세탁,서울특별시 금천구 독산로73길 9 (독산동),02-839-8389,　,　   ,상기 업소는 독산4동주민센터 인근에 있는 세탁소로서 오랜기간 단골손님을 상대로 친절하고 저렴한 가격과 신용을 바탕으로 영업하는 업소임 ,6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120703160645.jpg,37.4683895,126.9014377
7731,태능숯불갈비,1,한식,서울특별시 서울 동대문구 무학로 134 (용두동),02-966-5687,,          ,오랜 정통있는 우리업소는 맛깔나고 저렴한 가격으로 손님을 모십니다.,6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220822151043.JPG,37.5761237,127.0307157
1476,라푸스코 마포점,4,기타외식업,서울특별시 마포구 만리재옛길 18 (신공덕동),02-702-4333,공덕역 5번 출구에서363m,영업시간 : 11:00- 22:00 화 : 16:00 - 22:00          ,"회원제 실시로 맛있는 피자를 저렴하게 소비자가 원하는 장소로 즉시 배달해드립니다.  저렴한 가격에 피자를 제공하고자 부부가 운영하고 있으며, 맛을 향상하고자 기술개발에 노력을 기울이고 있습니다.  또한 사장님의 친절은 고객을 언제나 기분좋게 합니다.",6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=00001476.jpg,37.5456076,126.9551701
7911,설가네부대찌개,1,한식,서울특별시 구로구 경인로 318-9 (개봉동),02-2613-2246,개봉역 2번 출구에서479m,영업시간 : 10:30~22:00 휴무일 : 매주 일요일         ,위생관리를 철저하게 하며 고객에게 부담되지않는 합리적인 가격,6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20111222075818.JPG,37.5030396,126.8797936
7252,보아스 헤어아트,5,이미용,서울특별시 강서구 등촌로39길 7 (등촌동),02-2647-2080,등촌역 7번 출구에서649m,"영업시간 :08:00-20:00 휴무일 : 토, 일요일           ",깨끗한시설로 학생들에게는 저렴한 가격을 받기였습니다. 파마와 염색을 동시에 할 경우 한 품목을 1/2 가격으로 모십니다. ,6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20100628174856.jpg,37.5454808,126.8617984
6369,선머리방,5,이미용,서울특별시 서대문구 모래내로 350 (홍은동),02-379-2696,　,　               ,- 경로우대 및 청소년 할인 - 저렴한 가격 비결 : 한곳에서 오래 장사하며 단골 확보,6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20211210143604.jpg,37.5810007,126.9353353
7517,영미용실,5,이미용,서울특별시 종로구 지봉로 62 (숭인동),02-743-6052,동묘역 1호선 1번출구로 나온뒤 직진 250m. 코닥 가게옆.,영업시간 :오전10시~오후10시까지 휴무일 :무      ,가족같은 분위기로 원장님이 손수 하시며 특히 어르신들은 가격을 저렴하게 하십니다.,6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20111103154403.jpg,37.5806949,126.9827989
6528,은미용실,5,이미용,서울특별시 종로구 사직로 108-6 (내자동),02-738-1882,경복궁역 7번 출구에서161m 필운동 육교에서 100m  대도카센타 뒷건물,영업시간 : 오전07:00-19:00 휴무일 : 일요일         ,아주 저렴한 가격으로 가족처럼 대하며 70세 이상 어르신들께 무료로 커트를 해드립니다,6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230314175220.JPG,37.5757604,126.9705723
4019,백리향,2,중식,서울특별시 성동구 상원6길 10-1 (성수동1가),498-1013     ,뚝섬역 4번출구로부터 2분거리,영업시간 : 11:30~20:00 좌석수 : 28석 배달 : X 예약 : ○ 카드 : X 주차 : X         ,"주인이 시장에서 식자재 직접 조달, 가격저렴 ",6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220923175604.jpg,37.5635,127.0365
7344,LG쌍용세탁소,7,세탁,서울특별시 중랑구 봉화산로 144 (상봉동),02-3421-8181,망우역 2번 출구에서766m LG쌍용아파트 상가 1층 ,영업시간 : 9:00~21:00 휴무일 :매주 일요일             ," LG쌍용아파트 입주때부터 상가에서 계속 영업중으로 고객을 정성껏 모시는 업소,  ",6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20151126133915.jpg,37.6015517,127.0769011
3450,황진우미용실,5,이미용,"서울특별시 강북구 솔샘로 167 (미아동), 311호",982-3950        ,삼양동 벽산라이브파크 아파트 3층에 있습니다. ,"영업시간 : 9시~20시30분 좌석수 : 4석 휴무일 : 둘째, 넷째 일요일 배달 :  예약 : 가능 카드 : 가능 주차 : 가능 홈페이지 주소 : 전자우편주소 :   ",미용실이 넓고 쾌적하고 아주 친절하답니다,6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=00003450.gif,37.6197443,127.0110601
1163,제일크리닝,7,세탁,서울특별시 강북구 삼양로117길 18 (수유동),02-906-5161,수유역 4번 출구에서435m 국민마트 길 건너편 골목으로 50미터 들어와 우측에 위치.,영업시간 : 오전6:30~오후 9:30 휴무일 : 매주일요일         ,최신 설비와 오랜 경력의 세탁전문점으로 요금까지 경제적이어서 서울시 각처에서 옷을 맡길 정도로 인기가 높다.,6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=00001163.jpg,37.6436751,127.0140114
2928,지영미용실,5,이미용,서울특별시 강북구 도봉로18길 41 (미아동),02-988-1954,미아사거리역 6번 출구에서 611m ,영업시간 : 오전9시~오후6:30        ,  매우 친절하며 주로 노인분들을 어버이처럼 대함,6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=00002928.gif,37.6183895,127.0308605
7639,가나미용실,5,이미용,서울특별시 강동구 양재대로113길 14 (길동),02-488-0476,길동역 1번 출구에서78m,영업시간: 매일 08:00~20:00 정기휴무 없음     ,친절한 서비스와 저렴한 가격으로 서비스를 제공합니다. ,6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220527141355.jpg,37.5383643,127.1380323
7443,금메달미용실,5,이미용,"서울특별시 송파구 오금로32길 10 (송파동, 미성맨션)",418-4157,"버스노선: 3215,3313,3314,3315,3318,347.30.3216 한양아파트, 삼성아파트 하차 오차드마마 골목 송파미성맨션' ",영업시간 :  09:00~20:00 좌석수 :  6석 휴무일 :  매주 일요일 예약 :  가능 카드 :  가능 기타 : 주차가능  ,"'지역주민  .단골고객 대상으로 서비스및 가격할혜택'	 친절하고 가격이 저렴하며 원장님의 남편은 삼전동 에덴교회 목사님으로  미용실 수입 전액을 매일 송파구민회관 맞은편에서  노인분들께 무료 점심을 해드리고  노숙자, 장애인을 돌보고 지난 11/16 배추 만포기를 어려운 주민들에게 나눠주는 등 많은 봉사와 후원을 하고 계심 ",6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20111104153323.jpg,37.5038201,127.1193302
7287,썬스튜디오,13,기타서비스업,서울특별시 강서구 공항대로36길 129 (내발산동),02-2666-5828,명덕고등학교 입구에 있습니다.,영업시간 : 09:00~21:00 좌석수 : 해당없음 휴무일 : 미정 배달 : 해당없음 예약 : 가능  카드 : 가능 주차 : 불가 홈페이지 주소 : 없음 전자우편주소 : 없음  ,"학생들을 많이 상대하므로 증명사진을 찍은 후, 마음에 안드는 부분을 학생과 같이 포토샵 처리하여 인기 짱입니다. 업소주가 사진기계에 대한 지식이 많아 여러가지로  편리한 점이 많습니다. ",6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20100722154210.jpg,37.552797,126.835789
8054,수원성갈비,1,한식,서울특별시 종로구 창신3길 9 (창신동),02-745-3576,동대문 3번출구로 나와서 걸으면 우리은행 보이고 조금만 걸으면  창신시장입구보임. 거기서 쭉 걸어올라오면 매운족발집보임. 그근처에 위치.,"영업시간 : 12시 ~22시 휴무일 :2,4번째 월요일         ",창신동 시장 안에 위치한 업소로 수원식 양념 고기로 10년째 한자리에서 영업해 온 소문난 맛집 ,6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120619140132.jpg,37.5731408,127.0110826
6739,신가네김밥타운,1,한식,서울특별시 서대문구 증가로25길 4 (북가좌동),373-1187        ,,영업시간 : 06:00 ~ 19:00 좌석수 : 20석 휴무일 : 배달 : 불가 예약 : 가능 카드 : 사용안됨 주차 : 불가 홈페이지 주소 : 전자우편주소 : ,"- 1년째 가격 동결 - 저렴한 가격 비결 : 직접 식자재 구입, 마진율을 낮춰서 박리다매",6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20110817141405.JPG,37.5811413,126.9135965
7641,한마음미용실,5,이미용,서울특별시 강동구 진황도로 47-2 (천호동),02-482-9649,강동역 1번 출구에서447m,"영업시간: 월~토 10:30~19:30 정기휴무: 일요일 노년층 파마: 20,000원              ","깨끗한 실내와 친절한 서비스, 저렴한 가격으로 서비스를 제공합니다. ",6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220527141338.jpg,37.5276895,127.1448084
6730,미성이발관,5,이미용,서울특별시 서대문구 홍제천로 200-4 (연희동),3142-3396       ,홍제천변길 200-1,영업시간 : 07:00 ~ 21:00 좌석수 : 3석 휴무일 : 배달 : 예약 : 가능 카드 : 사용안됨 주차 : 없음 홈페이지 주소 : 전자우편주소 : ,- 1년째 가격 동결 - 경로우대 할인 - 저렴한 가격 비결 : 한곳에서 오래 장사하며 단골 확보,6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20110817134225.jpg,37.5695546,126.9192029
7801,꽃샘미용실,5,이미용,서울특별시 중랑구 중랑역로 272-10 (묵동),02-971-2322,묵동 자이아파트 1단지 건너편 부근,"영업시간 : 10:00~21:00 좌석수 : 2석 휴무일 : 매주 일요일(15:00부터 영업) 예약 : 불가능 카드 : 불가능 주차 : 불가능 취급품목 : 미용료(파마) 20,000원 ",묵동에서 30년 넘게 영업중인 미용실로 사장님 연세가 지긋하심에도 불구하고 미용실 내부가 청결하며 친절한      서비스로 단골이 많은 업소 ,6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20151126115317.jpg,37.6128048,127.0756068
7541,삼성회관,1,한식,서울특별시 중구 청구로3길 16 (신당동),02-2231-8520,청구역 3번출구에서 삼성아파트방향으로 70미터,"○ 영업시간 :11:00~22:00 (휴무일 : 매월 2,4째주 일요일) ○ 좌석수 : 40석 ○ 배달 : 불가 ○ 주차 : 불가 ○ 기타: 예약 가능, 카드 가능  ",친절하신 주인이 모든 음식을 직접 조리합니다. 김치까지두요!,6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220511194451.jpg,37.5577156,127.014883
443,무진장,3,경양식/일식,서울특별시 용산구 원효로 212 (원효로2가),02-712-8814,효창공원앞역 5번 출구에서355m,영업시간 : 11:00~22:00       ,청결한 위생관리와 매일 싱싱한 재료로 요리하며 종업원 모두가 성심성의껏 손님을 대함,6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20110727150223.JPG,37.5374545,126.9656055
1921,선희미용실,5,이미용,서울특별시 강북구 한천로139가길 21 (수유동),02-992-1300,강북구청옆 부광문구옆골목에서 50미터 들어와 좌측1층에 위치,영업시간 : 오전9시~오후9시 휴무일 : 매주 수요일        ,"저렴하고 경제적인 비용으로 미용서비스를 받을 수 있으며, 항상 친절하고 특히 노인분들께는 더 할인해 드리고 있습니다.",6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=00001921.gif,37.6408519,127.0244439
7850,청해루,2,중식,서울특별시 송파구 거마로20길 17 (마천동),404-5586,전철노선:5호선 마천역 1번출구 마천1동 주민센터방면 버스노선:3316.3315.3416.3214.3318.3317.5  마천사거리 농협뒷편.마천시장인접'  ,영업시간:11:00~21:00 휴무일: 매주 화요일 좌  석:48석 배  달:불가 주  차: 2대 가능	 예약 :가능 카드 :가능   ,홀 방문시 저렴한 가격으로 제공	 친절한 미소와 서비스로 고객님들을 모십니다 저렴한 가격과 청결한 업소입니다' ,6,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120703114037.JPG,37.4964982,127.15005
7787,까끌래깍자,5,이미용,"서울특별시 양천구 남부순환로70길 20-2 (신월동, 우정주택)",02-2603-7289,신월7동 동사무소 뒷 건물,"영업시간 : 월~금 9:00-18:30 휴무일 : 토,일      ",　,5,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20140211093537.jpg,37.5219139,126.8353682
7875,기성미용실,5,이미용,서울특별시 중구 다산로28길 28 (신당동),02-2231-0053,청구역 3번출구에서 삼성아파트방향으로 50미터,"(2022년 5월 기준) ○ 영업시간 :  10:00~20:00 (휴무일: 매주 목요일) ○ 주차 : 불가 ○ 기타:  예약 가능, 카드 가능 ",오래도록 주민들의 사랑을 받아온 저렴하고 친절한 미용실 형편 어려운 어르신의 머리칼을 할인가로 잘라드리는 진짜 '착한'가게,5,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220511195136.jpg,37.559411,127.0152639
8279,가마솥설렁탕,1,한식,서울특별시 구로구 고척로40길 33-4 (고척동),02-2615-5292,"- 전철 1호선 개봉역 1번 출구(북광장)로 나와 마을버스 1번, 8번을 타고 고척그린시장 하차후 고척2동 새마을 금고분소앞을 보시면 저희 가게가 있습니다. - 개봉사거리에서 도보10분 고척그린시장 고척2동 새마을금고 분소앞에 있습니다.",영업시간 : 09:30~22:30 휴무일 : 없음      ,매일 밑반찬이 바뀝니다. 재료들이 신선하고 깔끔하여 맛이 좋습니다. ,5,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120706154111.JPG,37.5023264,126.8509725
7396,커커헤어아트,5,이미용,서울특별시 서대문구 세검정로1길 48 (홍은동),02-396-1462,홍제역 1번 출구에서628m,영업시간 :10:00~21:00         ,- 경로우대 및 청소년 할인 - 저렴한 가격 비결 : 종업원을 두지 않아 인건비 절감,5,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20211210143622.jpg,37.5931266,126.9441421
6734,해주냉면,1,한식,서울특별시 서대문구 연세로12길 37-3 (창천동),393-2990        ,명물2거리 4-1,영업시간 : 11:00 ~ 22:00 좌석수 : 40석 휴무일 :  배달 :  예약 : 가능 카드 : 가능 주차 : 홈페이지 주소 : 전자우편주소 :  기타 :       ,- 친절하고 청결함 - 6개월째 가격 동결(냉면) - 저렴한 가격 비결 : 마진율을 낮춰서 박리다매 ,5,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20110817135632.jpg,37.5589836,126.9380144
7847,홍보성,2,중식,서울특별시 송파구 문정로4길 24-20 (문정동),02-400-4532,전철노선:8호선 문정역 도보 3분 버스노선:5.301.461.3219.3422.3418.100.3011  문정1동 푸르지오 아파트 건너편 대우공업사 뒤쪽' ,"월요일 ~ 목요일 -> 오전 18:300 ~ 14:30 / 오후 16:00 ~ 18:30  화요일 11:30~18:30 금수,목요일 (오전만 운영) -> 11:00 ~ 14:30 휴무일:매주 토, 일 성탄절 매해첫날 휴무          ",박리다매 형식으로 영업. 저렴한 가격으로 고객님들께 제공할수 있습니다' 신선한 식재료로 대표님이 직접 요리하고  맛이좋아 한번드셔보시면 다시 찾게됩니다' ,5,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120703114148.JPG,37.4840908,127.1251879
6684,백양세탁소,7,세탁,서울특별시 강북구 인수봉로 251-1 (수유동),02-997-9390,가오리역 2번 출구에서 642m 인수동 주민센터 옆 ,  ○ 영업시간 : 아침 8시 ? 밤 10시   ○ 휴 무 일 : 매주 일요일            ,친절한 서비스와 뛰어난 수선실력으로 소문이 난 곳. 특히 학생들의 교복수선이 많이 들어온다. 경로우대 할인(10?20%) 업소. ,5,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230316142919.JPG,37.6424728,127.0111405
7855,일심해장국,1,한식,서울특별시 송파구 양산로 12 (거여동),0507-1404-6718,전철노선 : 5호선 거여역 6번출구 버스노선 : 3313.3217.3416 송파체육문화회관.거여동우체국건너편' ,영업시간 :24시간 휴뮤일:연중무휴        ,'저희 업소는 항상 박리다매로저렴하고  최고의 품질로 임하고 있습니다' ,5,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20111104161707.jpg,37.4899321,127.1435996
7925,토탈헤어샵,5,이미용,서울특별시 구로구 오류로8길 83 (오류동),02-2688-1717,오류동역 2번출구에서 횡단보도 건너 대우부동산 골목안,"영업시간 :10:00~20:00 휴무일 :세째,네째주 화요일    ",(30년기술로 컷트를 잘함),5,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20111222075435.JPG,37.4930534,126.8445578
7939,소백산영주한우,1,한식,서울특별시 은평구 은평로 187-3 (녹번동),02-358-1199,,        ,,5,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20111229155617.jpg,37.6009802,126.9247573
7951,영화미용실,5,이미용,서울특별시 금천구 독산로44길 15 (시흥동),02-805-2864,　,　      ,　,5,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120703160523.jpg,37.4610893,126.9056366
7420,포토아트,13,기타서비스업,서울특별시 중랑구 면목로40길 16 (면목동),02-435-1757,사가정역(7호선) 4번출구 쪽,"영업시간 : 09:30~21:00 휴무일 : 무 카드 :가능 주차 :가능 취급품목 : 사진찰영료 10,000원 기타: '저렴함을 계속 유지하고 있으며 고객에게 매우 친절함  경로우대업소 지정에 자진 신청하여 어르신들은  7,000원으로 할인해 줌'   ","주변 평균가격보다 저렴한 가격을 오랫동안 유지하고 있으며 어르신은 사진찰영료를 할인해주는 업소이며 친절한 서비스로 오랜 단골 확보, '주변 평균가격(14667원)보다 30%이상 저렴한  업소한 업소로 2년 이상 동일가격 유지'  ",5,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20151126134836.jpg,37.5788035,127.0883247
7794,아산남성컷트,5,이미용,서울특별시 강서구 강서로 207 (화곡동),-,화곡역 8번 출구에서356m,영업시간 : 09:30~20:30 휴무일 : 매주 일요일           ,짧은 시간안에 스타일을 완성할수 있으며 저렴한 가격으로 모십니다. ,5,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20111116091019.jpg,37.5443969,126.8374341
8577,백광컴퓨터크리닝,7,세탁,서울특별시 성동구 마조로 59 (마장동),02-2292-8310,마장역 4번 출구에서324m,영업시간 : 7:30~22:00 배달 : O           ,주변업소에 비해 가격이 저렴하고 주인이 직접 접과정을 운영함으로써 운영비 및 인건비 절감 ,5,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20130805105747.JPG,37.5617569,127.0415992
8435,삼성돈구이,1,한식,서울특별시 강남구 봉은사로108길 3-6 (삼성동),02-508-6994,구한전빌딩 뒤편(봉은사역 5번 출구에서 도보 5분),"영업시간 :11:00~22:00 좌석수 :60석 휴무일 :매주토,일 배달 :불가능 예약 :가능 카드 :가능 주차 :1대가능 홈페이지 주소 :없음 전자우편주소 :없음          ",전주콩나물국밥 전문점으로 맛과 가격으로 승부함,5,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20161205120819.jpg,37.5127953,127.0647303
7937,털보고된이,1,한식,서울특별시 은평구 통일로83길 9-1 (갈현동),02-383-9289,,        ,,5,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120119101858.JPG,37.6216108,126.9190737
8085,마르떼헤어,5,이미용,서울특별시 서울 도봉구 도봉로113길 38,02-990-6965,쌍문역3번출구에서 220m,영업시간 : 09:00-21:00              ,쌍문시장 근처에 있는 미용실로 업소가 깨끗하게 잘 정돈되어 있음.,5,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120620141939.jpg,37.6483973,127.0314752
7930,화인크리닝세탁소,7,세탁,서울특별시 구로구 경인로35길 131-15 (고척동),02-2617-7453,개봉북지점 기업은행 위,영업시간 :08:00~22:00 휴무일 :매주 일요일      ,가격이 저렴하며 정기적인 필터교환과 신속처리,5,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20111222075348.JPG,37.5006686,126.8527021
6199,럭키미용실,5,이미용,서울특별시 강북구 오패산로 273 (미아동),02-986-2530,미아역 4번 출구에서 342m 신일중고등학교 옆,영업시간 : 10시 ? 20시 휴무일 : 매주 일요일             ,○ 손님들에게 정성을 다해 가족처럼 모시는 곳. 특히 노인분들에게친절한 서비스를 다하는 곳. ,5,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230314175319.JPG,37.6240027,127.0312505
7878,조희미용실,5,이미용,서울특별시 광진구 뚝섬로52나길 25 (자양동),02-447-0658,,       ,,5,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20111108101714.JPG,37.5297005,127.0815662
8088,시골짚,1,한식,서울특별시 서울 도봉구 도봉로152길 35,02-954-5243,도봉구청 과 도봉2동 주민센터 맞은편에 있음,영업시간 : 11:00~22:00            ,도봉구청사 주변에 위치하며 두툼한 고기가 일품임.,5,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20120620143016.jpg,37.6694211,127.0452421
